case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
397,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: Yes.,Weak,2,Yes,0,0,Acquitted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
398,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: Yes.,Strong,1,Yes,8,20334,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
399,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: Yes.,Strong,1,Yes,6,42859,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
400,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: No.,Moderate,4,No,8,22930,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
401,Theft,379,The accused was charged with theft under IPC section 379. Evidence strength was Weak. 1 witnesses were presented in court. Prior criminal record: No.,Weak,1,No,0,0,Acquitted,"This case involves a charge of Theft under IPC section 379. The prosecution presented evidence considered Weak in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
402,Cheating,420,The accused was charged with cheating under IPC section 420. Evidence strength was Weak. 2 witnesses were presented in court. Prior criminal record: No.,Weak,2,No,5,25699,Convicted,"This case involves a charge of Cheating under IPC section 420. The prosecution presented evidence considered Weak in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
403,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Moderate. 2 witnesses were presented in court. Prior criminal record: Yes.,Moderate,2,Yes,0,0,Acquitted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Moderate in strength with testimony from 2 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
404,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Strong. 1 witnesses were presented in court. Prior criminal record: Yes.,Strong,1,Yes,1,31500,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Strong in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
405,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,7,13043,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
406,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Weak. 1 witnesses were presented in court. Prior criminal record: Yes.,Weak,1,Yes,0,0,Acquitted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Weak in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
407,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: No.,Moderate,5,No,0,0,Acquitted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
408,Sexual Assault,376,The accused was charged with sexual assault under IPC section 376. Evidence strength was Moderate. 4 witnesses were presented in court. Prior criminal record: Yes.,Moderate,4,Yes,19,17217,Convicted,"This case involves a charge of Sexual Assault under IPC section 376. The prosecution presented evidence considered Moderate in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
